cell,latitude,longitude
83125,6.876922054,80.05725693
83126,6.876922054,80.06624004
83127,6.876922054,80.07522315
83128,6.876922054,80.08420626
83129,6.876922054,80.09318938
83130,6.876922054,80.10217249
83131,6.876922054,80.1111556
83132,6.876922054,80.12013871
83133,6.876922054,80.12912182
83134,6.876922054,80.13810494
83135,6.876922054,80.14708805
83136,6.876922054,80.15607116
83137,6.876922054,80.16505427
83138,6.876922054,80.17403738
83139,6.876922054,80.1830205
83354,6.867938942,79.85962846
83355,6.867938942,79.86861158
83356,6.867938942,79.87759469
83357,6.867938942,79.8865778
83358,6.867938942,79.89556091
83359,6.867938942,79.90454402
83360,6.867938942,79.91352714
83361,6.867938942,79.92251025
83362,6.867938942,79.93149336
83363,6.867938942,79.94047647
83364,6.867938942,79.94945958
83365,6.867938942,79.9584427
83366,6.867938942,79.96742581
83367,6.867938942,79.97640892
83368,6.867938942,79.98539203
83369,6.867938942,79.99437514
83370,6.867938942,80.00335826
83371,6.867938942,80.01234137
83372,6.867938942,80.02132448
83373,6.867938942,80.03030759
83374,6.867938942,80.0392907
83375,6.867938942,80.04827382
83376,6.867938942,80.05725693
83377,6.867938942,80.06624004
83378,6.867938942,80.07522315
83379,6.867938942,80.08420626
83380,6.867938942,80.09318938
83381,6.867938942,80.10217249
83382,6.867938942,80.1111556
83383,6.867938942,80.12013871
83384,6.867938942,80.12912182
83385,6.867938942,80.13810494
83386,6.867938942,80.14708805
83387,6.867938942,80.15607116
83388,6.867938942,80.16505427
83389,6.867938942,80.17403738
83390,6.867938942,80.1830205
83605,6.85895583,79.85962846
83606,6.85895583,79.86861158
83607,6.85895583,79.87759469
83608,6.85895583,79.8865778
83609,6.85895583,79.89556091
83610,6.85895583,79.90454402
83611,6.85895583,79.91352714
83612,6.85895583,79.92251025
83613,6.85895583,79.93149336
83614,6.85895583,79.94047647
83615,6.85895583,79.94945958
83616,6.85895583,79.9584427
83617,6.85895583,79.96742581
83618,6.85895583,79.97640892
83619,6.85895583,79.98539203
83620,6.85895583,79.99437514
83621,6.85895583,80.00335826
83622,6.85895583,80.01234137
83623,6.85895583,80.02132448
83624,6.85895583,80.03030759
83625,6.85895583,80.0392907
83626,6.85895583,80.04827382
83627,6.85895583,80.05725693
83628,6.85895583,80.06624004
83629,6.85895583,80.07522315
83630,6.85895583,80.08420626
83631,6.85895583,80.09318938
83632,6.85895583,80.10217249
83633,6.85895583,80.1111556
83634,6.85895583,80.12013871
83635,6.85895583,80.12912182
83636,6.85895583,80.13810494
83637,6.85895583,80.14708805
83638,6.85895583,80.15607116
83639,6.85895583,80.16505427
83640,6.85895583,80.17403738
83641,6.85895583,80.1830205
83642,6.85895583,80.19200361
83856,6.849972718,79.85962846
83857,6.849972718,79.86861158
83858,6.849972718,79.87759469
83859,6.849972718,79.8865778
83860,6.849972718,79.89556091
83861,6.849972718,79.90454402
83862,6.849972718,79.91352714
83863,6.849972718,79.92251025
83864,6.849972718,79.93149336
83865,6.849972718,79.94047647
83866,6.849972718,79.94945958
83867,6.849972718,79.9584427
83868,6.849972718,79.96742581
83869,6.849972718,79.97640892
83870,6.849972718,79.98539203
83871,6.849972718,79.99437514
83872,6.849972718,80.00335826
83873,6.849972718,80.01234137
83874,6.849972718,80.02132448
83875,6.849972718,80.03030759
83876,6.849972718,80.0392907
83877,6.849972718,80.04827382
83878,6.849972718,80.05725693
83879,6.849972718,80.06624004
83880,6.849972718,80.07522315
83881,6.849972718,80.08420626
83882,6.849972718,80.09318938
83883,6.849972718,80.10217249
83884,6.849972718,80.1111556
83885,6.849972718,80.12013871
83886,6.849972718,80.12912182
83887,6.849972718,80.13810494
83888,6.849972718,80.14708805
83889,6.849972718,80.15607116
83890,6.849972718,80.16505427
83891,6.849972718,80.17403738
83892,6.849972718,80.1830205
83893,6.849972718,80.19200361
84107,6.840989606,79.85962846
84108,6.840989606,79.86861158
84109,6.840989606,79.87759469
84110,6.840989606,79.8865778
84111,6.840989606,79.89556091
84112,6.840989606,79.90454402
84113,6.840989606,79.91352714
84114,6.840989606,79.92251025
84115,6.840989606,79.93149336
84116,6.840989606,79.94047647
84117,6.840989606,79.94945958
84118,6.840989606,79.9584427
84119,6.840989606,79.96742581
84120,6.840989606,79.97640892
84121,6.840989606,79.98539203
84122,6.840989606,79.99437514
84123,6.840989606,80.00335826
84124,6.840989606,80.01234137
84125,6.840989606,80.02132448
84126,6.840989606,80.03030759
84127,6.840989606,80.0392907
84128,6.840989606,80.04827382
84129,6.840989606,80.05725693
84130,6.840989606,80.06624004
84131,6.840989606,80.07522315
84132,6.840989606,80.08420626
84133,6.840989606,80.09318938
84134,6.840989606,80.10217249
84135,6.840989606,80.1111556
84136,6.840989606,80.12013871
84137,6.840989606,80.12912182
84138,6.840989606,80.13810494
84139,6.840989606,80.14708805
84140,6.840989606,80.15607116
84141,6.840989606,80.16505427
84142,6.840989606,80.17403738
84143,6.840989606,80.1830205
84144,6.840989606,80.19200361
84145,6.840989606,80.20098672
84358,6.832006494,79.85962846
84359,6.832006494,79.86861158
84360,6.832006494,79.87759469
84361,6.832006494,79.8865778
84362,6.832006494,79.89556091
84363,6.832006494,79.90454402
84364,6.832006494,79.91352714
84365,6.832006494,79.92251025
84366,6.832006494,79.93149336
84367,6.832006494,79.94047647
84368,6.832006494,79.94945958
84369,6.832006494,79.9584427
84370,6.832006494,79.96742581
84371,6.832006494,79.97640892
84372,6.832006494,79.98539203
84373,6.832006494,79.99437514
84374,6.832006494,80.00335826
84375,6.832006494,80.01234137
84376,6.832006494,80.02132448
84377,6.832006494,80.03030759
84378,6.832006494,80.0392907
84379,6.832006494,80.04827382
84380,6.832006494,80.05725693
84381,6.832006494,80.06624004
84382,6.832006494,80.07522315
84383,6.832006494,80.08420626
84384,6.832006494,80.09318938
84385,6.832006494,80.10217249
84386,6.832006494,80.1111556
84387,6.832006494,80.12013871
84388,6.832006494,80.12912182
84389,6.832006494,80.13810494
84390,6.832006494,80.14708805
84391,6.832006494,80.15607116
84392,6.832006494,80.16505427
84393,6.832006494,80.17403738
84394,6.832006494,80.1830205
84395,6.832006494,80.19200361
84396,6.832006494,80.20098672
84609,6.823023382,79.85962846
84610,6.823023382,79.86861158
84611,6.823023382,79.87759469
84612,6.823023382,79.8865778
84613,6.823023382,79.89556091
84614,6.823023382,79.90454402
84615,6.823023382,79.91352714
84616,6.823023382,79.92251025
84617,6.823023382,79.93149336
84618,6.823023382,79.94047647
84619,6.823023382,79.94945958
84620,6.823023382,79.9584427
84621,6.823023382,79.96742581
84622,6.823023382,79.97640892
84623,6.823023382,79.98539203
84624,6.823023382,79.99437514
84625,6.823023382,80.00335826
84626,6.823023382,80.01234137
84627,6.823023382,80.02132448
84628,6.823023382,80.03030759
84629,6.823023382,80.0392907
84630,6.823023382,80.04827382
84631,6.823023382,80.05725693
84632,6.823023382,80.06624004
84633,6.823023382,80.07522315
84634,6.823023382,80.08420626
84635,6.823023382,80.09318938
84636,6.823023382,80.10217249
84637,6.823023382,80.1111556
84638,6.823023382,80.12013871
84639,6.823023382,80.12912182
84640,6.823023382,80.13810494
84641,6.823023382,80.14708805
84642,6.823023382,80.15607116
84643,6.823023382,80.16505427
84644,6.823023382,80.17403738
84645,6.823023382,80.1830205
84646,6.823023382,80.19200361
84647,6.823023382,80.20098672
84861,6.81404027,79.86861158
84862,6.81404027,79.87759469
84863,6.81404027,79.8865778
84864,6.81404027,79.89556091
84865,6.81404027,79.90454402
84866,6.81404027,79.91352714
84867,6.81404027,79.92251025
84868,6.81404027,79.93149336
84869,6.81404027,79.94047647
84870,6.81404027,79.94945958
84871,6.81404027,79.9584427
84872,6.81404027,79.96742581
84873,6.81404027,79.97640892
84874,6.81404027,79.98539203
84875,6.81404027,79.99437514
84876,6.81404027,80.00335826
84877,6.81404027,80.01234137
84878,6.81404027,80.02132448
84879,6.81404027,80.03030759
84880,6.81404027,80.0392907
84881,6.81404027,80.04827382
84882,6.81404027,80.05725693
84883,6.81404027,80.06624004
84884,6.81404027,80.07522315
84885,6.81404027,80.08420626
84886,6.81404027,80.09318938
84887,6.81404027,80.10217249
84888,6.81404027,80.1111556
84889,6.81404027,80.12013871
84890,6.81404027,80.12912182
84891,6.81404027,80.13810494
84894,6.81404027,80.16505427
84895,6.81404027,80.17403738
84896,6.81404027,80.1830205
84897,6.81404027,80.19200361
84898,6.81404027,80.20098672
85112,6.805057158,79.86861158
85113,6.805057158,79.87759469
85114,6.805057158,79.8865778
85115,6.805057158,79.89556091
85116,6.805057158,79.90454402
85117,6.805057158,79.91352714
85118,6.805057158,79.92251025
85119,6.805057158,79.93149336
85120,6.805057158,79.94047647
85121,6.805057158,79.94945958
85122,6.805057158,79.9584427
85123,6.805057158,79.96742581
85124,6.805057158,79.97640892
85125,6.805057158,79.98539203
85126,6.805057158,79.99437514
85127,6.805057158,80.00335826
85128,6.805057158,80.01234137
85129,6.805057158,80.02132448
85130,6.805057158,80.03030759
85131,6.805057158,80.0392907
85132,6.805057158,80.04827382
85133,6.805057158,80.05725693
85134,6.805057158,80.06624004
85135,6.805057158,80.07522315
85137,6.805057158,80.09318938
85138,6.805057158,80.10217249
85139,6.805057158,80.1111556
85140,6.805057158,80.12013871
85141,6.805057158,80.12912182
85363,6.796074046,79.86861158
85364,6.796074046,79.87759469
85365,6.796074046,79.8865778
85366,6.796074046,79.89556091
85367,6.796074046,79.90454402
85368,6.796074046,79.91352714
85369,6.796074046,79.92251025
85370,6.796074046,79.93149336
85371,6.796074046,79.94047647
85372,6.796074046,79.94945958
85373,6.796074046,79.9584427
85374,6.796074046,79.96742581
85375,6.796074046,79.97640892
85376,6.796074046,79.98539203
85377,6.796074046,79.99437514
85378,6.796074046,80.00335826
85379,6.796074046,80.01234137
85380,6.796074046,80.02132448
85381,6.796074046,80.03030759
85383,6.796074046,80.04827382
85384,6.796074046,80.05725693
85385,6.796074046,80.06624004
85389,6.796074046,80.10217249
85390,6.796074046,80.1111556
85391,6.796074046,80.12013871
85615,6.787090934,79.87759469
85616,6.787090934,79.8865778
85617,6.787090934,79.89556091
85618,6.787090934,79.90454402
85619,6.787090934,79.91352714
85620,6.787090934,79.92251025
85621,6.787090934,79.93149336
85622,6.787090934,79.94047647
85623,6.787090934,79.94945958
85624,6.787090934,79.9584427
85625,6.787090934,79.96742581
85626,6.787090934,79.97640892
85627,6.787090934,79.98539203
85628,6.787090934,79.99437514
85629,6.787090934,80.00335826
85630,6.787090934,80.01234137
85631,6.787090934,80.02132448
85640,6.787090934,80.10217249
85641,6.787090934,80.1111556
85642,6.787090934,80.12013871
85643,6.787090934,80.12912182
85866,6.778107822,79.87759469
85867,6.778107822,79.8865778
85868,6.778107822,79.89556091
85869,6.778107822,79.90454402
85870,6.778107822,79.91352714
85871,6.778107822,79.92251025
85872,6.778107822,79.93149336
85873,6.778107822,79.94047647
85874,6.778107822,79.94945958
85875,6.778107822,79.9584427
85876,6.778107822,79.96742581
85877,6.778107822,79.97640892
85878,6.778107822,79.98539203
85879,6.778107822,79.99437514
85880,6.778107822,80.00335826
85881,6.778107822,80.01234137
85891,6.778107822,80.10217249
85892,6.778107822,80.1111556
85893,6.778107822,80.12013871
85894,6.778107822,80.12912182
86117,6.76912471,79.87759469
86118,6.76912471,79.8865778
86119,6.76912471,79.89556091
86120,6.76912471,79.90454402
86121,6.76912471,79.91352714
86122,6.76912471,79.92251025
86123,6.76912471,79.93149336
86124,6.76912471,79.94047647
86125,6.76912471,79.94945958
86126,6.76912471,79.9584427
86127,6.76912471,79.96742581
86128,6.76912471,79.97640892
86129,6.76912471,79.98539203
86130,6.76912471,79.99437514
86131,6.76912471,80.00335826
86142,6.76912471,80.10217249
86143,6.76912471,80.1111556
86144,6.76912471,80.12013871
86369,6.760141598,79.8865778
86370,6.760141598,79.89556091
86372,6.760141598,79.91352714
86373,6.760141598,79.92251025
86374,6.760141598,79.93149336
86375,6.760141598,79.94047647
86376,6.760141598,79.94945958
86377,6.760141598,79.9584427
86378,6.760141598,79.96742581
86379,6.760141598,79.97640892
86380,6.760141598,79.98539203
86381,6.760141598,79.99437514
86620,6.751158486,79.8865778
86621,6.751158486,79.89556091
86623,6.751158486,79.91352714
86624,6.751158486,79.92251025
86625,6.751158486,79.93149336
86626,6.751158486,79.94047647
86627,6.751158486,79.94945958
86871,6.742175374,79.8865778
86872,6.742175374,79.89556091
87123,6.733192262,79.89556091
87124,6.733192262,79.90454402
87374,6.72420915,79.89556091
87375,6.72420915,79.90454402
87626,6.715226038,79.90454402
